University,Course,Department,Branch,Semester,CGPA,Interest,Mode_of_Study,Institution_Type,Location,Medium_of_Education,career_readiness
IISc Bangalore,MBA Marketing,Management,Finance,8,7.24,Research,Distance,Deemed,Semi-Urban,Hindi,1
Jadavpur University,M.Com,Commerce,Banking,5,5.98,Teaching,Online,Deemed,Semi-Urban,Regional,0
University of Mumbai,MA English,Arts,English,3,6.63,Research,Regular,Private,Urban,Hindi,0
Calcutta University,BCA,IT,Software,8,9.51,Job,Regular,Deemed,Rural,Hindi,2
University of Oxford,PhD Research,Research,Interdisciplinary,5,9.69,Job,Distance,Government,Semi-Urban,Hindi,0
Rajasthan University,BCA,IT,Software,3,7.41,Job,Online,Deemed,Rural,English,1
Allahabad University,B.Com,Commerce,Banking,6,6.49,Teaching,Regular,Government,Rural,Hindi,1
MIT Manipal,BA Psychology,Arts,English,1,8.65,Job,Regular,Government,Rural,English,1
DIT University,B.Tech Mechanical,Engineering,Civil,1,8.83,Teaching,Online,Private,Urban,Hindi,0
BITS Pilani,MBA Marketing,Management,Marketing,8,9.08,Research,Regular,Government,Semi-Urban,English,2
DIT University,Animation & VFX,Design,UI/UX,7,5.16,Job,Distance,Government,Urban,Hindi,0
Ashoka University,M.Com,Commerce,Banking,8,5.05,Teaching,Online,Private,Rural,Hindi,0
Teerthanker Mahaveer University (TMU),M.Tech AI,Engineering,Computer Science,2,6.79,Teaching,Online,Private,Semi-Urban,English,2
LPU Phagwara,Nursing,General,General Studies,2,5.76,Teaching,Regular,Private,Rural,Regional,0
Osmania University,Cyber Security Specialization,General,General Studies,3,9.02,Job,Online,Government,Rural,Hindi,1
IIT BHU,M.Sc Data Science,IT,Data Science,3,7.66,Teaching,Online,Private,Urban,Hindi,1
Ashoka University,MA English,Arts,English,3,9.13,Job,Online,Government,Urban,Regional,0
BIT Mesra,B.Tech Electrical,Engineering,Mechanical,8,5.88,Job,Regular,Government,Semi-Urban,Hindi,1
Moradabad Institute of Technology (MIT),B.Sc Data Science,IT,Software,3,8.14,Research,Online,Government,Semi-Urban,English,1
Anna University,BCA,IT,Software,7,7.9,Research,Regular,Private,Rural,English,1
IIT Hyderabad,MCA,IT,Software,8,6.7,Job,Online,Government,Rural,Hindi,1
IIT Delhi,BCA,IT,AI,6,7.59,Research,Distance,Government,Rural,Hindi,1
Moradabad Institute of Technology (MIT),B.Tech Civil,Engineering,Civil,6,7.95,Teaching,Online,Private,Urban,English,1
IIT Guwahati,BA English,Arts,Political Science,1,9.45,Job,Online,Private,Semi-Urban,Regional,0
IIT Bombay,B.Tech Mechanical,Engineering,Mechanical,2,5.28,Research,Online,Government,Urban,Hindi,0
University of Mumbai,B.Com,Commerce,Accounting,7,9.12,Teaching,Distance,Government,Urban,English,0
Osmania University,B.Ed,Education,Teaching,2,9.9,Job,Online,Government,Rural,Regional,1
BIT Mesra,LLM,General,General Studies,4,8.66,Teaching,Distance,Private,Rural,Hindi,1
Graphic Era University,B.Tech Electrical,Engineering,Computer Science,2,8.69,Job,Distance,Private,Rural,Hindi,0
IIT Delhi,M.Tech AI,Engineering,Computer Science,2,6.09,Research,Distance,Deemed,Urban,Regional,0
IIT Roorkee,MBBS,Medical,General Medicine,5,7.62,Teaching,Regular,Private,Rural,Hindi,1
Madras University,BBA,Management,HR,5,8.53,Research,Regular,Government,Urban,Hindi,1
Symbiosis International University,MBBS,Medical,Dentistry,7,8.01,Teaching,Distance,Private,Urban,English,1
Rajasthan University,BA English,Arts,History,4,6.93,Teaching,Regular,Private,Urban,Regional,0
Osmania University,M.Des Interaction,General,General Studies,3,9.7,Teaching,Distance,Deemed,Semi-Urban,Hindi,1
Allahabad University,Nursing,General,General Studies,4,7.57,Teaching,Regular,Deemed,Urban,English,1
IIT Indore,Animation & VFX,Design,UI/UX,4,9.85,Research,Regular,Government,Rural,Hindi,2
IIT Kharagpur,MBA Marketing,Management,Marketing,1,7.82,Teaching,Online,Deemed,Rural,English,1
Amrita University,M.Com,Commerce,Accounting,6,8.97,Research,Regular,Government,Semi-Urban,Hindi,2
Graphic Era University,B.Com,Commerce,Accounting,2,8.71,Teaching,Regular,Government,Rural,Hindi,1
Thapar University,MA English,Arts,English,1,8.3,Job,Online,Government,Rural,Hindi,0
Jadavpur University,B.Pharma,Medical,Dentistry,7,5.07,Job,Distance,Government,Rural,Hindi,0
Teerthanker Mahaveer University (TMU),Nursing,General,General Studies,6,5.39,Teaching,Online,Deemed,Semi-Urban,Hindi,0
Shiv Nadar University,B.Sc Data Science,IT,AI,7,7.91,Job,Regular,Government,Urban,Regional,1
Jadavpur University,MBA Finance,Management,Finance,2,9.56,Teaching,Regular,Government,Semi-Urban,Regional,0
Bennett University,B.Com,Commerce,Accounting,7,8.01,Research,Distance,Private,Semi-Urban,Regional,1
Graphic Era University,LLB,Law,Criminal Law,4,6.18,Job,Regular,Government,Rural,English,0
Lucknow University,Hotel Management,Management,Marketing,8,6.6,Teaching,Online,Private,Rural,Regional,0
IIT Roorkee,BA Psychology,Arts,Political Science,2,8.12,Teaching,Distance,Deemed,Semi-Urban,Hindi,1
Moradabad Institute of Technology (MIT),B.Des UI/UX,General,General Studies,3,7.99,Research,Online,Private,Urban,Hindi,2
KIIT Bhubaneswar,MBA Marketing,Management,Finance,3,9.78,Research,Regular,Deemed,Semi-Urban,Regional,2
Teerthanker Mahaveer University (TMU),B.Tech Computer Science,Engineering,Mechanical,4,7.65,Teaching,Distance,Deemed,Urban,English,0
Harvard University,B.Ed,Education,Teaching,7,6.78,Teaching,Regular,Private,Rural,Hindi,0
Bennett University,M.Des Interaction,General,General Studies,5,7.62,Teaching,Regular,Deemed,Semi-Urban,English,1
IFTM University,M.Com,Commerce,Banking,3,8.93,Teaching,Online,Deemed,Urban,Hindi,0
University of Mumbai,B.Arch,General,General Studies,4,7.7,Teaching,Regular,Deemed,Semi-Urban,English,1
Lucknow University,B.Des UI/UX,General,General Studies,1,6.63,Teaching,Online,Private,Semi-Urban,English,0
Bennett University,Nursing,General,General Studies,5,6.69,Research,Regular,Deemed,Rural,English,0
OP Jindal Global University,M.Com,Commerce,Banking,3,8.78,Job,Online,Government,Urban,Hindi,0
University of Hyderabad,BBA,Management,Finance,8,5.33,Teaching,Online,Private,Urban,Hindi,0
UPES Dehradun,B.Tech Civil,Engineering,Electrical,4,6.37,Teaching,Distance,Government,Urban,Regional,2
Symbiosis International University,B.Com,Commerce,Banking,4,5.77,Research,Distance,Private,Urban,English,2
University of Oxford,B.Tech Computer Science,Engineering,Computer Science,1,9.72,Job,Regular,Government,Urban,English,1
Jadavpur University,BCA,IT,Software,8,5.45,Research,Regular,Deemed,Rural,Hindi,0
Allahabad University,B.Tech Computer Science,Engineering,Computer Science,1,8.79,Research,Distance,Government,Semi-Urban,English,1
Shiv Nadar University,Cyber Security Specialization,General,General Studies,5,8.15,Teaching,Online,Government,Rural,English,0
IIT BHU,B.Sc Data Science,IT,AI,6,8.16,Teaching,Online,Government,Semi-Urban,Hindi,1
PES University,B.Ed,Education,Teaching,3,8.82,Research,Distance,Private,Urban,Hindi,1
Jadavpur University,MBBS,Medical,General Medicine,4,7.0,Teaching,Distance,Deemed,Rural,Hindi,0
IIT Kanpur,B.Des UI/UX,General,General Studies,5,7.0,Teaching,Regular,Deemed,Semi-Urban,Hindi,1
University of Mumbai,B.Ed,Education,Teaching,7,6.44,Teaching,Online,Government,Semi-Urban,Hindi,0
Delhi University,Hotel Management,Management,Marketing,5,7.99,Job,Distance,Government,Semi-Urban,Hindi,0
Pune University,BCA,IT,Software,7,9.65,Job,Online,Private,Urban,English,2
Calcutta University,MBA Finance,Management,Finance,1,9.62,Teaching,Online,Government,Rural,Hindi,1
Amrita University,Animation & VFX,Design,Product Design,4,8.51,Research,Distance,Government,Semi-Urban,Regional,1
Anna University,Cyber Security Specialization,General,General Studies,2,9.53,Job,Online,Government,Urban,English,1
University of Cambridge,MA Psychology,Arts,Political Science,6,9.82,Research,Regular,Private,Rural,Regional,1
IIT Kanpur,BA English,Arts,English,6,8.98,Teaching,Distance,Government,Semi-Urban,Hindi,1
Graphic Era University,B.Tech Civil,Engineering,Electrical,1,7.04,Research,Online,Government,Urban,Hindi,0
Symbiosis International University,B.Tech Computer Science,Engineering,Electrical,7,7.42,Research,Distance,Government,Semi-Urban,English,2
RV College of Engineering,B.Pharma,Medical,General Medicine,4,9.66,Job,Distance,Private,Urban,Hindi,0
Moradabad Institute of Technology (MIT),Hotel Management,Management,HR,8,8.35,Research,Online,Private,Rural,English,1
Punjab University,MA Psychology,Arts,History,5,9.1,Research,Regular,Deemed,Semi-Urban,English,2
Rajasthan University,MBA HR,Management,HR,6,5.58,Job,Distance,Private,Urban,Hindi,0
UPES Dehradun,B.Tech Electronics,Engineering,Mechanical,5,5.97,Teaching,Online,Deemed,Urban,English,0
Madras University,B.Des UI/UX,General,General Studies,3,6.72,Research,Distance,Deemed,Urban,English,2
Ashoka University,B.Com,Commerce,Accounting,2,5.94,Teaching,Distance,Government,Rural,English,0
BIT Mesra,M.Tech AI,Engineering,Civil,1,9.53,Teaching,Online,Deemed,Urban,Hindi,1
University of Hyderabad,Hotel Management,Management,HR,7,6.08,Teaching,Regular,Government,Semi-Urban,English,1
Sharda University,BA Psychology,Arts,English,6,7.79,Job,Online,Private,Rural,Regional,1
Shiv Nadar University,MBA Marketing,Management,Marketing,8,5.43,Teaching,Distance,Private,Semi-Urban,English,0
VIT Vellore,B.Ed,Education,Teaching,3,5.77,Research,Regular,Deemed,Urban,English,0
Aligarh Muslim University,M.Tech AI,Engineering,Mechanical,8,6.24,Teaching,Regular,Government,Urban,Hindi,1
IIT Delhi,B.Com,Commerce,Banking,3,9.91,Teaching,Regular,Deemed,Semi-Urban,English,2
DIT University,M.Com,Commerce,Accounting,2,8.99,Teaching,Regular,Deemed,Semi-Urban,Hindi,1
Delhi University,M.Des Interaction,General,General Studies,1,8.37,Research,Distance,Private,Rural,English,1
IIT Kanpur,B.Des UI/UX,General,General Studies,1,9.58,Teaching,Online,Deemed,Urban,Regional,1
Osmania University,M.Sc Data Science,IT,Software,5,9.78,Teaching,Online,Government,Rural,Hindi,1
Allahabad University,BA English,Arts,Political Science,1,7.27,Teaching,Regular,Private,Urban,Regional,1
VIT Vellore,PhD Research,Research,Interdisciplinary,3,6.64,Job,Regular,Private,Semi-Urban,English,1
IIT BHU,M.Sc Data Science,IT,AI,5,6.58,Research,Online,Deemed,Rural,Regional,0
IISc Bangalore,BA Psychology,Arts,English,1,5.18,Job,Regular,Deemed,Urban,English,1
SRM University,B.Ed,Education,Teaching,7,6.4,Research,Online,Deemed,Semi-Urban,English,0
Teerthanker Mahaveer University (TMU),B.Tech Mechanical,Engineering,Civil,7,6.78,Teaching,Online,Government,Rural,English,0
IIT Hyderabad,BA Psychology,Arts,English,2,5.18,Research,Regular,Deemed,Rural,English,1
Chandigarh University,BCA,IT,Software,3,9.41,Research,Online,Government,Rural,English,1
Delhi University,MBBS,Medical,General Medicine,4,9.24,Research,Online,Deemed,Semi-Urban,English,1
SRM University,B.Com,Commerce,Banking,2,6.26,Research,Online,Deemed,Rural,Hindi,0
IISc Bangalore,B.Tech Civil,Engineering,Computer Science,2,9.01,Job,Regular,Private,Urban,English,2
Manipal Institute of Technology,M.Com,Commerce,Banking,1,8.98,Research,Distance,Private,Semi-Urban,English,1
DIT University,B.Tech Mechanical,Engineering,Civil,5,6.68,Job,Distance,Government,Rural,English,0
Sharda University,Animation & VFX,Design,UI/UX,8,8.49,Job,Distance,Deemed,Semi-Urban,Regional,1
University of Cambridge,Nursing,General,General Studies,5,6.45,Teaching,Distance,Government,Urban,Regional,0
Sharda University,BCA,IT,Software,7,5.35,Research,Distance,Private,Rural,Hindi,0
Manipal Institute of Technology,PhD Research,Research,Interdisciplinary,3,7.52,Teaching,Regular,Private,Semi-Urban,Regional,2
Shiv Nadar University,BCA,IT,Data Science,1,7.19,Research,Regular,Private,Semi-Urban,Hindi,0
Banaras Hindu University,B.Ed,Education,Teaching,5,5.69,Job,Distance,Private,Urban,English,0
IIT Kanpur,M.Des Interaction,General,General Studies,7,7.45,Job,Distance,Government,Urban,English,0
Christ University,B.Tech Electrical,Engineering,Computer Science,6,9.75,Job,Online,Deemed,Semi-Urban,Hindi,1
IISc Bangalore,B.Ed,Education,Teaching,8,8.66,Research,Online,Government,Rural,Hindi,2
Christ University,B.Tech Electronics,Engineering,Electrical,4,8.69,Research,Online,Deemed,Rural,Hindi,1
IIT Madras,B.Ed,Education,Teaching,6,8.79,Research,Distance,Private,Semi-Urban,English,2
Teerthanker Mahaveer University (TMU),PhD Research,Research,Interdisciplinary,8,8.72,Research,Distance,Government,Urban,Regional,1
Manipal Institute of Technology,B.Ed,Education,Teaching,1,5.1,Research,Regular,Deemed,Rural,English,0
IFTM University,MBBS,Medical,General Medicine,1,9.62,Teaching,Online,Deemed,Rural,Hindi,0
Sharda University,BA Psychology,Arts,History,5,9.15,Research,Online,Private,Urban,English,1
UPES Dehradun,MBBS,Medical,Dentistry,8,6.37,Teaching,Regular,Deemed,Urban,English,1
Harvard University,B.Pharma,Medical,General Medicine,2,7.76,Research,Regular,Deemed,Urban,English,1
Delhi University,PhD Research,Research,Interdisciplinary,1,8.08,Research,Regular,Government,Semi-Urban,Regional,1
OP Jindal Global University,PhD Research,Research,Interdisciplinary,2,5.66,Research,Online,Private,Semi-Urban,Regional,0
Pune University,B.Tech Civil,Engineering,Computer Science,3,6.27,Research,Regular,Private,Semi-Urban,English,1
Christ University,BCA,IT,Software,7,5.12,Job,Distance,Deemed,Urban,English,0
University of Mumbai,B.Sc Data Science,IT,Software,3,9.32,Job,Distance,Deemed,Semi-Urban,Hindi,1
Pune University,MBA Marketing,Management,Marketing,8,5.12,Teaching,Distance,Private,Urban,English,0
Madras University,B.Com,Commerce,Banking,8,6.59,Teaching,Regular,Private,Semi-Urban,Regional,1
IIT Guwahati,B.Tech Electronics,Engineering,Computer Science,5,5.39,Research,Online,Private,Semi-Urban,Regional,0
Osmania University,B.Ed,Education,Teaching,3,8.91,Research,Online,Deemed,Rural,English,1
IIT Guwahati,B.Pharma,Medical,General Medicine,6,9.62,Research,Regular,Deemed,Urban,Regional,2
Jadavpur University,B.Pharma,Medical,Dentistry,8,7.81,Research,Regular,Private,Rural,Regional,1
IIT Hyderabad,MCA,IT,Software,6,5.7,Job,Online,Private,Urban,Regional,1
Patna University,Cyber Security Specialization,General,General Studies,6,7.79,Teaching,Distance,Deemed,Semi-Urban,English,0
Stanford University,MA Psychology,Arts,English,5,8.85,Teaching,Distance,Deemed,Semi-Urban,Hindi,0
Massachusetts Institute of Technology (MIT USA),M.Sc Data Science,IT,AI,5,8.59,Teaching,Online,Deemed,Semi-Urban,Regional,0
University of Cambridge,MBA Marketing,Management,HR,6,8.71,Job,Regular,Government,Urban,Hindi,1
Sharda University,B.Ed,Education,Teaching,2,6.4,Research,Distance,Private,Urban,English,0
BIT Mesra,MCA,IT,Data Science,6,5.37,Job,Distance,Government,Semi-Urban,Hindi,1
Patna University,B.Ed,Education,Teaching,2,5.74,Job,Distance,Government,Rural,Hindi,0
University of Hyderabad,Animation & VFX,Design,Product Design,3,9.78,Teaching,Regular,Deemed,Semi-Urban,Hindi,2
DIT University,PhD Research,Research,Interdisciplinary,2,8.07,Job,Regular,Private,Semi-Urban,English,1
Osmania University,LLM,General,General Studies,8,8.64,Teaching,Distance,Deemed,Semi-Urban,English,1
Punjab University,LLB,Law,Corporate Law,1,9.5,Job,Regular,Deemed,Semi-Urban,English,1
Thapar University,MBA Finance,Management,Marketing,4,9.26,Teaching,Online,Deemed,Rural,English,1
IIT Kanpur,BBA,Management,HR,1,6.09,Teaching,Regular,Deemed,Rural,Regional,1
KIIT Bhubaneswar,B.Tech Mechanical,Engineering,Mechanical,1,5.29,Research,Online,Private,Rural,English,2
Patna University,B.Tech Mechanical,Engineering,Mechanical,5,9.63,Teaching,Distance,Private,Urban,Hindi,1
Calcutta University,Mass Communication,Commerce,Banking,4,9.91,Job,Distance,Deemed,Semi-Urban,Hindi,1
Shiv Nadar University,B.Tech Civil,Engineering,Mechanical,5,7.84,Teaching,Online,Government,Urban,English,0
University of Oxford,M.Com,Commerce,Banking,2,9.44,Job,Distance,Deemed,Semi-Urban,Regional,0
Chandigarh University,B.Tech Electrical,Engineering,Mechanical,6,6.16,Teaching,Distance,Government,Rural,Regional,0
IIT Hyderabad,B.Des UI/UX,General,General Studies,7,5.56,Research,Distance,Government,Semi-Urban,English,1
Allahabad University,MA Psychology,Arts,History,7,7.5,Research,Regular,Deemed,Rural,Regional,1
Aligarh Muslim University,B.Arch,General,General Studies,7,9.06,Job,Regular,Private,Semi-Urban,Hindi,2
Calcutta University,PhD Research,Research,Interdisciplinary,2,8.27,Teaching,Online,Deemed,Semi-Urban,Regional,0
Shiv Nadar University,MA English,Arts,History,4,8.19,Job,Online,Private,Rural,Regional,0
IIT Hyderabad,BBA,Management,Finance,3,5.09,Research,Regular,Government,Semi-Urban,English,1
MIT Manipal,B.Ed,Education,Teaching,2,6.59,Job,Distance,Private,Rural,Hindi,0
OP Jindal Global University,BA English,Arts,History,1,9.7,Job,Regular,Private,Rural,Regional,1
KIIT Bhubaneswar,MBBS,Medical,Dentistry,4,5.67,Teaching,Distance,Private,Semi-Urban,Regional,0
IIT Kharagpur,B.Des UI/UX,General,General Studies,4,8.63,Research,Online,Deemed,Rural,Hindi,1
UPES Dehradun,MA Psychology,Arts,English,2,8.8,Research,Online,Government,Urban,Regional,1
DIT University,B.Tech Mechanical,Engineering,Mechanical,2,8.66,Teaching,Online,Government,Urban,Hindi,2
Ashoka University,M.Des Interaction,General,General Studies,5,9.95,Teaching,Regular,Private,Semi-Urban,Regional,1
Teerthanker Mahaveer University (TMU),Animation & VFX,Design,UI/UX,5,7.05,Teaching,Regular,Government,Rural,English,1
Amrita University,B.Pharma,Medical,General Medicine,1,8.41,Research,Distance,Private,Urban,Regional,0
MIT Manipal,B.Tech Mechanical,Engineering,Computer Science,8,5.97,Research,Online,Private,Urban,Regional,0
OP Jindal Global University,MBA HR,Management,HR,4,7.0,Teaching,Distance,Private,Rural,Regional,0
University of Mumbai,B.Tech Electrical,Engineering,Electrical,7,7.46,Job,Distance,Private,Urban,Hindi,1
Jamia Millia Islamia,MBA Marketing,Management,Marketing,3,6.07,Research,Regular,Deemed,Urban,Hindi,0
Pune University,MCA,IT,Data Science,3,9.53,Teaching,Regular,Private,Semi-Urban,English,2
Graphic Era University,B.Tech Mechanical,Engineering,Computer Science,4,8.58,Teaching,Distance,Government,Semi-Urban,English,1
Thapar University,M.Tech AI,Engineering,Electrical,1,6.42,Job,Distance,Deemed,Rural,English,1
Jadavpur University,Animation & VFX,Design,UI/UX,7,5.67,Teaching,Distance,Government,Rural,English,0
Ashoka University,M.Sc Data Science,IT,Data Science,5,6.44,Job,Regular,Deemed,Urban,English,0
Madras University,LLB,Law,Criminal Law,5,8.11,Job,Distance,Private,Semi-Urban,Hindi,0
IISc Bangalore,M.Sc Data Science,IT,AI,5,9.13,Research,Regular,Deemed,Rural,English,2
BITS Pilani,B.Des UI/UX,General,General Studies,3,7.52,Teaching,Online,Government,Urban,Regional,0
